text,code
"As a result, the variable ""item_num"" turns negative, bypassing the check for a large value.",+    if (item_num > 65536 || item_num < 0) {
avformat/rtpdec_h264: Fix heap-buffer-overflow.,"+        if (*value == 0 || value[strlen(value) - 1] == ',') {
            av_log(s, AV_LOG_WARNING, ""Missing PPS in sprop-parameter-sets, ignoring\n"");
            return 0;
        }"
FFmpeg before 2017-02-04 has an out-of-bounds write caused by a heap-based buffer overflow related to the decode_frame_common function in libavcodec/pngdec.c.,         for (y = 0; y < s->height; ++y) {
avcodec/utvideodec: Add several out of array read related checks.,"+                    if ((bits + 1) * 8 > get_bits_left(&pbit))
+                        return AVERROR_INVALIDDATA;"
"The init_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.8.2 does not enforce minimum-value and maximum-value constraints on tile coordinates, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG 2000 data.","+    tile->coord[1][1] = av_clip((tiley + 1) * s->tile_height + s->tile_offset_y, s->image_offset_y, s->height);"
"The sws_init_context function in libswscale/utils.c in FFmpeg before 2.7.2 does not initialize certain pixbuf data structures, which allows remote attackers to cause a denial of service (segmentation violation) or possibly have unspecified other impact via crafted video data.","-    FF_ALLOC_OR_GOTO(c, c->chrVPixBuf, c->vChrBufSize * 3 * sizeof(int16_t *), fail);"
Multiple integer underflows in the ff_mjpeg_decode_frame function in libavcodec/mjpegdec.c in FFmpeg before 2.7.2 allow remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted MJPEG data.,-                        ((uint16_t*)line)[w - 1] =
rawenc: Only accept the appropriate stream type for raw muxers.,"+    if (   s->oformat->audio_codec != AV_CODEC_ID_NONE
+        && s->streams[0]->codecpar->codec_type != AVMEDIA_TYPE_AUDIO) {
+        av_log(s, AV_LOG_ERROR, ""%s files have exactly one audio stream\n"",
+               s->oformat->name);
+        return AVERROR(EINVAL);
+    }"
Its easier to just avoid it and use only studio_profile.,"     if(s->avctx->hwaccel && s->avctx->hwaccel->decode_slice           ||
        !s->cur_pic.f                                                  ||
-       s->cur_pic.field_picture                                       ||
-       s->avctx->profile == FF_PROFILE_MPEG4_SIMPLE_STUDIO
+       s->cur_pic.field_picture
     )"
Fixes out of array access,"-    tile->coord[1][1] = FFMIN((tiley + 1) * s->tile_height + s->tile_offset_y, s->height);"
Fixes: out of array access.,ctx->mb_scan_index[i] = AV_RB32(buf + 0x170 + (i << 2));
Check ymin vs. h.,"+        for (y = 0; y < FFMIN(s->ymin, s->h); y++) {"
Do not trust the counts.,"+  RCHECK_MEDIA_LOGGED(bytes_needed.IsValid(), reader->media_log(),
+                      ""Extreme SGPD count exceeds implementation limit."");"
Fixes: out of array read.,"             get_bits(gb, 8);"
This ensures that no stale pointers leak through on any path. ,"-    memset(&s->next_picture, 0, sizeof(s->next_picture));"
"When a crafted RL2 file, which claims a large ""frame_count"" field in the header but does not contain sufficient backing data, is provided, the loops (for offset and size tables) would consume huge CPU and memory resources, since there is no EOF check inside these loops.","+        if (avio_feof(pb))
+            return AVERROR_INVALIDDATA;"
The export function in libavfilter/vf_signature.c in FFmpeg through 3.4.2 allows remote attackers to cause a denial of service (out-of-array access) or possibly have unspecified other impact via a long filename.,"-        strcpy(filename, sic->filename);"
avcodec/dnxhddec: Move mb height check out of non hr branch.,"+        if (ctx->mb_height > 68 ||
+            (ctx->mb_height << frame->interlaced_frame) > (ctx->height + 15) >> 4) {
             av_log(ctx->avctx, AV_LOG_ERROR,
                    ""mb height too big: %d\n"", ctx->mb_height);
             return AVERROR_INVALIDDATA;
         }"
"In FFmpeg 4.0.1, due to a missing check of a profile value before setting it, the ff_mpeg4_decode_picture_header function in libavcodec/mpeg4videodec.c may trigger a NULL pointer dereference while converting a crafted AVI file to MPEG4, leading to a denial of service.",+        av_assert0(s->avctx->profile == FF_PROFILE_MPEG4_SIMPLE_STUDIO);
Fixes: out of array read. ,"-                if (!mms->streams)
-                    return AVERROR(ENOMEM);"
There is a heap-buffer-overflow at libavfilter/vf_colorconstancy.c:282 in slice_get_derivative.,-    if (tags == 16 && i == 8) {
Fixes: out of array read. ,-            flags     = AV_RL16(p + sizeof(ff_asf_guid)*3 + 24);
avcodec/mpeg4videodec: Check read profile before setting it.,"+    *profile = get_bits(gb, 4);"
"The sws_init_context function in libswscale/utils.c in FFmpeg before 2.7.2 does not initialize certain pixbuf data structures, which allows remote attackers to cause a denial of service (segmentation violation) or possibly have unspecified other impact via crafted video data.","-    FF_ALLOC_OR_GOTO(c, c->lumPixBuf,  c->vLumBufSize * 3 * sizeof(int16_t *), fail);"
avcodec/jpeg2000dwt: Check ndeclevels before calling dwt_decode*().,"+    if (s->ndeclevels == 0)
+        return 0;"
"The ljpeg_decode_yuv_scan function in libavcodec/mjpegdec.c in FFmpeg before 2.8.2 omits certain width and height checks, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted MJPEG data.","+        av_log(NULL, AV_LOG_ERROR, ""RTMP packet size mismatch %d != %d\n"","
Fixes: Infinite loop.,             pes_header_data_length = avio_r8(pb);
Check for size_t and vector resize() overflow to avoid OOB writes in vector allocation.,+  RCHECK(reader->HasBytes(bytes_needed.ValueOrDie()));
avcodec/webp: Always set pix_fmt.,+    avctx->pix_fmt = s->has_alpha ? AV_PIX_FMT_YUVA420P : AV_PIX_FMT_YUV420P;
"The jpeg2000_read_main_headers function in libavcodec/jpeg2000dec.c in FFmpeg before 2.6.5, 2.7.x before 2.7.3, and 2.8.x through 2.8.2 does not enforce uniqueness of the SIZ marker in a JPEG 2000 image, which allows remote attackers to cause a denial of service (out-of-bounds heap-memory access) or possibly have unspecified other impact via a crafted image with two or more of these markers.","+            if (s->ncomponents) {
+                av_log(s->avctx, AV_LOG_ERROR, ""Duplicate SIZ\n"");
+                return AVERROR_INVALIDDATA;
+            }"
avcodec/mpegvideo: Clear pointers in ff_mpv_common_init(). ,"-    memset(&s->current_picture, 0, sizeof(s->current_picture));"
"The init_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.8.2 does not enforce minimum-value and maximum-value constraints on tile coordinates, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG 2000 data.","+    tile->coord[1][0] = av_clip(tiley       * s->tile_height + s->tile_offset_y, s->image_offset_y, s->height);"
"An integer overflow in FFmpeg in Google Chrome prior to 57.0.2987.98 for Mac, Windows, and Linux and 57.0.2987.108 for Android allowed a remote attacker to perform an out of bounds memory write via a crafted video file, related to ChunkDemuxer.",-  int sample_count = reader->box_size() - reader->pos();
"The update_dimensions function in libavcodec/vp8.c in FFmpeg through 2.8.1, as used in Google Chrome before 46.0.2490.71 and other products, relies on a coefficient-partition count during multi-threaded operation, which allows remote attackers to cause a denial of service (race condition and memory corruption) or possibly have unspecified other impact via a crafted WebM file.",s->macroblocks_base       = av_mallocz((s->mb_width + s->mb_height * 2 + 1) *sizeof(*s->macroblocks));
Subject: [CVE-2017-15672]: ffmpeg: read out of bounds of buffer when it parsing an craft mp4 file.,-             f->slice_count < MAX_SLICES && 3 < p - c->bytestream_start;
"The allocate_buffers function in libavcodec/alac.c in FFmpeg before 2.7.2 does not initialize certain context data, which allows remote attackers to cause a denial of service (segmentation violation) or possibly have unspecified other impact via crafted Apple Lossless Audio Codec (ALAC) data.","+    for (ch = 0; ch < 2; ch++) {
+        alac->predict_error_buffer[ch]  = NULL;
+        alac->output_samples_buffer[ch] = NULL;
+        alac->extra_bits_buffer[ch]     = NULL;
+    }"
"Validates the set channel layout as well as verifies that the received layout to the function matches the reference layout, so that it matches the implemented re-ordering logic.",+    if (layout == AV_CH_LAYOUT_22POINT2) {
MSE: Fix moar mp4 parsing security bugs.,+  RCHECK(reader->HasBytes(bytes_needed.ValueOrDie()));
avformat/mov: Check sample size.,"+                    if (sample_size > 0x3FFFFFFF) {
+                        av_log(mov->fc, AV_LOG_ERROR, ""Sample size %u is too large\n"", sample_size);
+                        return;
+                    }"
avcodec/dnxhd_parser: Do not return invalid value from dnxhd_find_frame_end() on error.,"+                if (remaining <= 0) {
+                    remaining = dnxhd_get_hr_frame_size(cid, dctx->w, dctx->h);
+                    if (remaining <= 0)
+                        continue;
                 }"
avcodec/msrledec: avcodec/msrledec: restructure msrle_decode_pal4() based on the line number instead of the pixel pointer.,+                    pic->data[0][line * pic->linesize[0] + pixel_ptr] = stream_byte & 0x0F;
avcodec/msrledec: avcodec/msrledec: restructure msrle_decode_pal4() based on the line number instead of the pixel pointer.,+                    pic->data[0][line * pic->linesize[0] + pixel_ptr] = stream_byte >> 4;
"The ff_rv34_decode_init_thread_copy function in libavcodec/rv34.c in FFmpeg before 2.7.2 does not initialize certain structure members, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via crafted (1) RV30 or (2) RV40 RealVideo data.",+        r->deblock_coefs    = NULL;
avformat/mvdec: Fix DoS due to lack of eof check.,"+            if (avio_feof(pb))
+                return AVERROR_INVALIDDATA;"
Check for size_t and vector resize() overflow to avoid OOB writes in vector allocation.,+  RCHECK(count <= entries.max_size());
Fixes: out of array read. ,"-            if (mms->stream_num < MMS_MAX_STREAMS &&
-                    46 + mms->stream_num * 6 < sizeof(mms->out_buffer)) {"
Clear pointers in ff_rv34_decode_init_thread_copy().,+        r->cbp_chroma       = NULL;
avcodec/mpegvideo: Clear pointers in ff_mpv_common_init().,"-    memset(&s->current_picture, 0, sizeof(s->current_picture));"
The read_gab2_sub function in libavformat/avidec.c in FFmpeg before 3.1.4 allows remote attackers to cause a denial of service (NULL pointer used) via a crafted AVI file.,"+            if (ast->sub_ctx->nb_streams != 1)
+                goto error;"
"Several vulnerabilities have been discovered in the FFmpeg multimedia framework, which could result in denial of service or potentially the execution of arbitrary code if malformed files/streams are processed.","-        av_log(s->avctx, AV_LOG_ERROR, ""Two slices reporting being the first in the same frame.\n"");"
avformat/cinedec: Fix DoS due to lack of eof check.,"+        if (avio_feof(pb))
+            return AVERROR_INVALIDDATA;"
"The cdxl_decode_frame function in libavcodec/cdxl.c in FFmpeg 2.8.x before 2.8.12, 3.0.x before 3.0.8, 3.1.x before 3.1.8, 3.2.x before 3.2.5, and 3.3.x before 3.3.1 does not exclude the CHUNKY format, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted file.",+    } else if (encoding == 1 && (c->bpp == 6 || c->bpp == 8) && c->format != CHUNKY) {
"Validates the set channel layout as well as verifies that the received layout to the function matches the reference layout, so that it matches the implemented re-ordering logic.","+    if (layout == PREFIX_FOR_22POINT2 && tags == 16 && i == 8) {
+        const uint8_t (*reference_layout_map)[3] = aac_channel_layout_map[12];
+        for (int j = 0; j < tags; j++) {
+            if (layout_map[j][0] != reference_layout_map[j][0] ||
+                layout_map[j][2] != reference_layout_map[j][2])
+                goto end_of_layout_definition;
+        }"
Fixes: out of array access.,"-    decoded_buffer_size = 2LL * FFALIGN(blockstodecode, 8) * sizeof(*s->decoded_buffer);"
"In FFmpeg 4.0.1, due to a missing check of a profile value before setting it, the ff_mpeg4_decode_picture_header function in libavcodec/mpeg4videodec.c may trigger a NULL pointer dereference while converting a crafted AVI file to MPEG4, leading to a denial of service.","+            int profile, level;"
"The ff_rv34_decode_init_thread_copy function in libavcodec/rv34.c in FFmpeg before 2.7.2 does not initialize certain structure members, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via crafted (1) RV30 or (2) RV40 RealVideo data.",+        r->cbp_chroma       = NULL;
"In FFmpeg 2.4 and 3.3.3, the read_data function in libavformat/hls.c does not restrict reload attempts for an insufficient list, which allows remote attackers to cause a denial of service (infinite loop).","+        if (reload_count > c->max_reload)
+            return AVERROR_EOF;"
Fixes out of array read.,-    if (s->cdef[0] < 0) {
"An integer overflow in FFmpeg in Google Chrome prior to 57.0.2987.98 for Mac, Windows, and Linux and 57.0.2987.108 for Android allowed a remote attacker to perform an out of bounds memory write via a crafted video file, related to ChunkDemuxer.","-  RCHECK(reader->Read4(&count) &&
-         reader->HasBytes(count * (reader->version() == 1 ? 8 : 4)));"
avcodec/jpeg2000dec: Clip all tile coordinates.,"+    tile->coord[0][0] = av_clip(tilex       * s->tile_width  + s->tile_offset_x, s->image_offset_x, s->width);"
Fixes: out of array read. ,"             v = get_bits(gb, 8);"
check segment duration value of EXTINF.,"+                if (duration < 0.001 * AV_TIME_BASE) {
+                    av_log(c->ctx, AV_LOG_WARNING, ""Cannot get correct #EXTINF value of segment %s,""
+                                    "" set to default value to 1ms.\n"", seg->url);
+                    duration = 0.001 * AV_TIME_BASE;
+                }"
The jpeg2000_decode_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.8.6 allows remote attackers to cause a denial of service (out-of-bounds array read access) via crafted JPEG 2000 data.,"-        for (x = 0; x < s->ncomponents; x++)
-            s->cdef[x] = x + 1;"
avcodec/hevc_ps: Check chroma_format_idc.,"+    if (sps->chroma_format_idc > 3U) {
+        av_log(avctx, AV_LOG_ERROR, ""chroma_format_idc %d is invalid\n"", sps->chroma_format_idc);
+        return AVERROR_INVALIDDATA;
+    }"
avcodec/dnxhddec: Move mb height check out of non hr branch.,         ctx->data_offset = 0x280;
swscale/utils: Clear pix buffers.,"-    FF_ALLOC_OR_GOTO(c, c->chrUPixBuf, c->vChrBufSize * 3 * sizeof(int16_t *), fail);"
Fixes: division by 0.,+        if (track->timescale > UINT16_MAX || !track->par->channels) {
Do not trust the counts.,+  const size_t bytes_per_edit = reader->version() == 1 ? 20 : 12;
The svg_probe function in libavformat/img2dec.c in FFmpeg through 3.4.2 allows remote attackers to cause a denial of service (Infinite Loop) via a crafted XML file.,-        b += ff_subtitles_next_line(b);
"These 2 fields are not always the same, it is simpler to always use the same field for detecting studio profile.","+            if (c->mpeg4_studio_profile)
                 c->idct_put              = ff_simple_idct_put_int32_10bit;"
"In line libavcodec/h264dec.c:500 in libav(v13_dev0), ffmpeg(n3.4), chromium(56 prior Feb 13, 2017), the return value of init_get_bits is ignored and get_ue_golomb(&gb) is called on an uninitialized get_bits context, which causes a NULL deref exception. ","-            ret = init_get_bits8(&gb, nal->data + 1, (nal->size - 1));"
"In FFmpeg 4.0.1, due to a missing check of a profile value before setting it, the ff_mpeg4_decode_picture_header function in libavcodec/mpeg4videodec.c may trigger a NULL pointer dereference while converting a crafted AVI file to MPEG4, leading to a denial of service.","+    *profile = get_bits(gb, 4);"
"libavcodec/gif.c in FFmpeg before 2.8.6 does not properly calculate a buffer size, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via a crafted .tga file, related to the gif_image_write_image, gif_encode_init, and gif_encode_close functions.",+    s->buf = av_malloc(s->buf_size);
cbs_jpeg_split_fragment in libavcodec/cbs_jpeg.c in FFmpeg 4.1 and 4.2.2 has a heap-based buffer overflow during JPEG_MARKER_SOS handling because of a missing length check.,"+            if (length > end - start)
+                return AVERROR_INVALIDDATA;"
avcodec/utvideodec: Add several out of array read related checks.,"+                if (c->packed_stream_size[i][j] > left)
                     return AVERROR_INVALIDDATA;"
"FFmpeg through 4.2 has a ""Conditional jump or move depends on uninitialised value"" issue in h2645_parse because alloc_rbsp_buffer in libavcodec/h2645_parse.c mishandles rbsp_buffer.","     if (rbsp->rbsp_buffer_alloc_size >= size &&
-        (!rbsp->rbsp_buffer_ref || av_buffer_is_writable(rbsp->rbsp_buffer_ref)))
+        (!rbsp->rbsp_buffer_ref || av_buffer_is_writable(rbsp->rbsp_buffer_ref))) {
+        av_assert0(rbsp->rbsp_buffer);
+        memset(rbsp->rbsp_buffer + min_size, 0, AV_INPUT_BUFFER_PADDING_SIZE);
         return;
+    }"
Fixes out of array access,"-    tile->coord[0][0] = FFMAX(tilex       * s->tile_width  + s->tile_offset_x, s->image_offset_x);"
Fix overheads in gauss array.,"                         dst[INDX2D(r, c, width)] += GAUSS(src, r,                        c + GINDX(filtersize, g),
-                                                          in_linesize, height, width, gauss[GINDX(filtersize, g)]);
+                                                          in_linesize, height, width, gauss[g]);"
avcodec/mpegvideo: Clear pointers in ff_mpv_common_init(). ,"-    memset(&s->next_picture, 0, sizeof(s->next_picture));"
avcodec/dnxhddec: Move mb height check out of non hr branch.,"+        if (ctx->mb_height > 68 ||
+            (ctx->mb_height << frame->interlaced_frame) > (ctx->height + 15) >> 4) {
             av_log(ctx->avctx, AV_LOG_ERROR,
                    ""mb height too big: %d\n"", ctx->mb_height);
             return AVERROR_INVALIDDATA;
         }"
"Incorrect check results in an integer underflow, which results in MOVAtoms of arbitrary sizes.",-            if (a.size == 1) {
"Additionally, verify we have enough bytes to continue parsing before allocating vectors to store parsed data.",+  RCHECK(reader->HasBytes(bytes_needed.ValueOrDie()));
The cavs_idct8_add_c function in libavcodec/cavsdsp.c in FFmpeg before 3.1.4 is vulnerable to reading out-of-bounds memory when decoding with cavs_decode. ,-        dst[i + 2*stride] = cm[ dst[i + 2*stride] + ((b2 + b6) >> 7)];
"FFmpeg 2.8 and 4.2.3 has a use-after-free via a crafted EXTINF duration in an m3u8 file because parse_playlist in libavformat/hls.c frees a pointer, and later that pointer is accessed in av_probe_input_format3 in libavformat/format.c.",-                seg->key_type = key_type;
avcodec/hevcdec: Avoid only partly skiping duplicate first slices.,"+            if (s->ref) {
+                av_log(s->avctx, AV_LOG_ERROR, ""Two slices reporting being the first in the same frame.\n"");
+                goto fail;
+            }"
avcodec/jpeg2000dec: Clip all tile coordinates.,"+    tile->coord[0][1] = av_clip((tilex + 1) * s->tile_width  + s->tile_offset_x, s->image_offset_x, s->width);"
avcodec/mpeg4videodec: Check idx in mpeg4_decode_studio_block().,"+            if (idx > 63)
+                return AVERROR_INVALIDDATA;"
avcodec/mpeg4videodec: Check idx in mpeg4_decode_studio_block().,"+            if (idx > 63)
+                return AVERROR_INVALIDDATA;"
Fixes: out of array read. ,         c->slices      = avctx->extradata[9] + 1;
But such solutions are fragile and tricky to implement portably and would not stop every possible attack nor would they work with all valid hls files.,"+    if (av_strstart(proto_name, ""file"", NULL)) {
+        if (strcmp(c->allowed_extensions, ""ALL"") && !av_match_ext(url, c->allowed_extensions)) {
+            av_log(s, AV_LOG_ERROR,
+                ""Filename extension of \'%s\' is not a common multimedia extension, blocked for security reasons.\n""
+                ""If you wish to override this adjust allowed_extensions, you can set it to \'ALL\' to allow all\n"",
+                url);
+            return AVERROR_INVALIDDATA;
+        }
+    }"
MSE: Fix moar mp4 parsing security bugs.,"+  RCHECK_MEDIA_LOGGED(bytes_needed.IsValid(), reader->media_log(),
+                      ""Extreme SGPD count exceeds implementation limit."");"
Check for size_t and vector resize() overflow to avoid OOB writes in vector allocation.,+  RCHECK(sample_count <= sample_depends_on_.max_size());
"libavcodec/hevcdec.c in FFmpeg 3.4 and 4.1.2 mishandles detection of duplicate first slices, which allows remote attackers to cause a denial of service (NULL pointer dereference and out-of-array access) or possibly have unspecified other impact via crafted HEVC data.",-        return 1;
Write version 2 of audio atom if channels is not known. ,+        if (track->timescale > UINT16_MAX || !track->par->channels) {
"The ff_mpv_common_init function in libavcodec/mpegvideo.c in FFmpeg before 2.7.2 does not properly maintain the encoding context, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via crafted MPEG data.","-    memset(&s->new_picture, 0, sizeof(s->new_picture));"
avcodec/ivi: Check image dimensions.,"+    if (av_image_check_size(cfg->pic_width, cfg->pic_height, 0, NULL) < 0 ||
         cfg->luma_bands < 1 || cfg->chroma_bands < 1)"
This reduces the attack surface of local file-system information leaking.,"+    if (av_strstart(proto_name, ""file"", NULL)) {
+        if (strcmp(c->allowed_extensions, ""ALL"") && !av_match_ext(url, c->allowed_extensions)) {
+            av_log(s, AV_LOG_ERROR,
+                ""Filename extension of \'%s\' is not a common multimedia extension, blocked for security reasons.\n""
+                ""If you wish to override this adjust allowed_extensions, you can set it to \'ALL\' to allow all\n"",
+                url);
+            return AVERROR_INVALIDDATA;
+        }
+    }"
"In FFmpeg 4.0.1, due to a missing check of a profile value before setting it, the ff_mpeg4_decode_picture_header function in libavcodec/mpeg4videodec.c may trigger a NULL pointer dereference while converting a crafted AVI file to MPEG4, leading to a denial of service.","+            } else if (s->studio_profile) {
+                avpriv_request_sample(s->avctx, ""Mixes studio and non studio profile\n"");
+                return AVERROR_PATCHWELCOME;
             }"
"In FFmpeg 4.0.1, a missing check for failure of a call to init_get_bits8() in the avpriv_ac3_parse_header function in libavcodec/ac3_parser.c may trigger a NULL pointer dereference while converting a crafted AVI file to MPEG4, leading to a denial of service.","+    err = init_get_bits8(&gb, buf, size);"
There's a division by zero at libavcodec/aaccoder.c:554 and 556.,"+            s->lambda = av_clipf(s->lambda * ratio, FLT_MIN, 65536.f);"
avformat/nsvdec: Fix DoS due to lack of eof check in nsvs_file_offset loop.,"+            if (avio_feof(pb))
+                return AVERROR_INVALIDDATA;"
"The dnxhd decoder in FFmpeg before 3.2.6, and 3.3.x before 3.3.3 allows remote attackers to cause a denial of service (NULL pointer dereference) via a crafted mov file.",-                dctx->remaining = avpriv_dnxhd_get_frame_size(cid);
"In FFmpeg 4.0.1, due to a missing check of a profile value before setting it, the ff_mpeg4_decode_picture_header function in libavcodec/mpeg4videodec.c may trigger a NULL pointer dereference while converting a crafted AVI file to MPEG4, leading to a denial of service.","+            if (profile == FF_PROFILE_MPEG4_SIMPLE_STUDIO &&
+                (level > 0 && level < 9)) {"
avcodec/cavsdsp: use av_clip_uint8() for idct.,+        dst[i + 7*stride] = av_clip_uint8( dst[i + 7*stride] + ((b0 - b4) >> 7));
"The ff_rv34_decode_init_thread_copy function in libavcodec/rv34.c in FFmpeg before 2.7.2 does not initialize certain structure members, which allows remote attackers to cause a denial of service (invalid pointer access) or possibly have unspecified other impact via crafted (1) RV30 or (2) RV40 RealVideo data.",+        r->mb_type          = NULL;
Fixes: out of array access. ,             dst[y * linesize + x] = clr;
Clear pointers in ff_rv34_decode_init_thread_copy().,+        r->deblock_coefs    = NULL;
Fixes out of array access. ,"+        av_bprint_get_buffer(bp, 2, &buf, &buf_size);"
"Since non-Haar wavelets need to look into pixels outside the frame, we need to pad the buffer.","+    s->buffer = av_calloc((p_stride + slice_w)*(p_height + slice_h), sizeof(dwtcoef));"
Do not trust the counts.,"+  RCHECK_MEDIA_LOGGED(bytes_needed.IsValid(), reader->media_log(),
+                      ""Extreme ELST count exceeds implementation limit."");"
"The init_tile function in libavcodec/jpeg2000dec.c in FFmpeg before 2.8.2 does not enforce minimum-value and maximum-value constraints on tile coordinates, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted JPEG 2000 data.","+    tile->coord[0][1] = av_clip((tilex + 1) * s->tile_width  + s->tile_offset_x, s->image_offset_x, s->width);"
"In FFmpeg 3.2 and 4.0.1, an improper argument (AVCodecParameters) passed to the avpriv_request_sample function in the handle_eac3 function in libavformat/movenc.c may trigger an out-of-array read while converting a crafted AVI file to MPEG4, leading to a denial of service and possibly an information disclosure.","-                avpriv_request_sample(track->par, ""Multiple independent substreams"");"
"The ljpeg_decode_yuv_scan function in libavcodec/mjpegdec.c in FFmpeg before 2.8.2 omits certain width and height checks, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted MJPEG data.",+        ff_rtmp_packet_destroy(&prev_pkt[channel_id]);
avcodec/jpeg2000dec: More completely check cdef.,+        if (s->cdef[x] < 0) {
"Several vulnerabilities have been discovered in the FFmpeg multimedia framework, which could result in denial of service or potentially the execution of arbitrary code if malformed files/streams are processed.",-    if (s->ref && sh->first_slice_in_pic_flag) {
Do not trust the counts.,+  RCHECK(count <= edits.max_size());
mov: Fix negative size calculation in mov_read_default().,+            if (a.size == 1 && total_size + 8 <= atom.size) {
Fixes: out of array accesses.,"-                if (delta > data_len[j]) {
-                    return AVERROR_INVALIDDATA;
-                }"
avcodec/mpeg4videodec: Check read profile before setting it.,"+            } else if (s->studio_profile) {
+                avpriv_request_sample(s->avctx, ""Mixes studio and non studio profile\n"");
+                return AVERROR_PATCHWELCOME;
             }"
FFmpeg before 2017-01-23 has an out-of-bounds write caused by a stack-based buffer overflow related to the decode_zbuf function in libavcodec/pngdec.c.,+        zstream.avail_out = buf_size - 1;
Fixes out of array access,"-    tile->coord[0][1] = FFMIN((tilex + 1) * s->tile_width  + s->tile_offset_x, s->width);"
avcodec/mpeg4videodec: Check read profile before setting it.,"+            int profile, level;"
"The ljpeg_decode_yuv_scan function in libavcodec/mjpegdec.c in FFmpeg before 2.8.2 omits certain width and height checks, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted MJPEG data.",+                prev_pkt[channel_id].size);
Check for size_t and vector resize() overflow to avoid OOB writes in vector allocation.,+  RCHECK(count <= edits.max_size());
The cavs_idct8_add_c function in libavcodec/cavsdsp.c in FFmpeg before 3.1.4 is vulnerable to reading out-of-bounds memory when decoding with cavs_decode. ,-        dst[i + 4*stride] = cm[ dst[i + 4*stride] + ((b3 - b7) >> 7)];
Fixes out of array access. ,-        if (s->codec_id == AV_CODEC_ID_JV) {
avcodec/mpeg4videodec: Check read profile before setting it.,"+static int mpeg4_decode_profile_level(MpegEncContext *s, GetBitContext *gb, int *profile, int *level)"
"The smka_decode_frame function in libavcodec/smacker.c in FFmpeg before 2.6.5, 2.7.x before 2.7.3, and 2.8.x through 2.8.2 does not verify that the data size is consistent with the number of channels, which allows remote attackers to cause a denial of service (out-of-bounds array access) or possibly have unspecified other impact via crafted Smacker data.",+    if (unp_size % (avctx->channels * (bits + 1))) {
avformat/avidec: Fix infinite loop in avi_read_nikon().,+    while (avio_tell(s->pb) < end && !avio_feof(s->pb)) {
Fixes: out of array read. ,-            } else {
Crash Type: Stack-buffer-overflow WRITE 1.,"+        if (buf_size < 2) {
             ret = AVERROR(ENOMEM);
             goto fail;
         }"
Fixes: out of array read. ,"             v = get_bits(gb, 8);"
Crash Type: Heap-buffer-overflow WRITE {*}.,+    if (s->width != avctx->width || s->height != avctx->height) {
avcodec/mpeg4videoenc: Use 64 bit for times in mpeg4_encode_gop_header().,"+    int64_t hours, minutes, seconds;"
Integer overflow in the asf_write_packet function in libavformat/asfenc.c in FFmpeg before 2.8.5 allows remote attackers to cause a denial of service or possibly have unspecified other impact via a crafted PTS (aka presentation timestamp) value in a .mov file.,     pts *= 10000;
avcodec/h264: Clear delayed_pic on deallocation.,"+        memset(h->delayed_pic, 0, sizeof(h->delayed_pic));"
"libavcodec/webp.c in FFmpeg before 2.8.12, 3.0.x before 3.0.8, 3.1.x before 3.1.8, 3.2.x before 3.2.5, and 3.3.x before 3.3.1 does not ensure that pix_fmt is set, which allows remote attackers to cause a denial of service (heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted file, related to the vp8_decode_mb_row_no_filter and pred8x8_128_dc_8_c functions.",+    avctx->pix_fmt = s->has_alpha ? AV_PIX_FMT_YUVA420P : AV_PIX_FMT_YUV420P;
Check for size_t and vector resize() overflow to avoid OOB writes in vector allocation.,+  size_t sample_count = reader->box_size() - reader->pos();
There is a heap-buffer-overflow at libavfilter/vf_colorconstancy.c:282 in slice_get_derivative.,"+    if (layout == PREFIX_FOR_22POINT2 && tags == 16 && i == 8) {
+        const uint8_t (*reference_layout_map)[3] = aac_channel_layout_map[12];
+        for (int j = 0; j < tags; j++) {
+            if (layout_map[j][0] != reference_layout_map[j][0] ||
+                layout_map[j][2] != reference_layout_map[j][2])
+                goto end_of_layout_definition;
+        }"
The decode_init function in libavcodec/utvideodec.c in FFmpeg through 3.4.2 allows remote attackers to cause a denial of service (out of array read) via an AVI file.,"         av_log(avctx, AV_LOG_DEBUG, ""Encoder version %d.%d.%d.%d\n"",
                avctx->extradata[3], avctx->extradata[2],
                avctx->extradata[1], avctx->extradata[0]);"
